Date,địa chỉ,mặt tiền,đường vào,số tầng,số phòng  ngủ,số phòng toilet,m^2,price
09/10/2021,"Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",4.5,4,5,4,4,35,88.6 triệu/m²
09/10/2021,"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",4.7,5,7,4,,46,234.8 triệu/m²
09/10/2021,"Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4.1,2.5,5,4,4,39,100 triệu/m²
09/10/2021,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",4,3,5,6,4,48,127.1 triệu/m²
09/10/2021,"Phường Trương Định, Hai Bà Trưng, Hà Nội",3.4,5.5,4,4,3,30,96.7 triệu/m²
09/10/2021,"69/1/14, Đường D2, Phường 25, Bình Thạnh, Hồ Chí Minh",,8,4,7,4,72,176.4 triệu/m²
09/10/2021,"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",4.5,5,5,4,4,55,114.5 triệu/m²
06/10/2021,"Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",3.6,3,4,5,,36,57.2 triệu/m²
06/10/2021,"Phố Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội",3.5,3,4,2,,32,53.1 triệu/m²
09/10/2021,"Đường Nghĩa Phát, Phường 6, Tân Bình, Hồ Chí Minh",4.2,6,3,4,5,56,123.2 triệu/m²
09/10/2021,"Dự án Tùng Phương, Mê Linh, Hà Nội",10,15,4,,,200,4 tỷ
04/10/2021,"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",6.1,3,4,3,3,35,74.3 triệu/m²
04/10/2021,"Dự án Vinhomes Riverside, Đường Hoa Sữa 4-02, Phường Việt Hưng, Long Biên, Hà Nội",10,13,3,,,227,114.5 triệu/m²
09/10/2021,"Đường An Hải 10, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",6.75,3.75,,4,2,83.7,82.4 triệu/m²
09/10/2021,"Đường Ô Cách, Phường Việt Hưng, Long Biên, Hà Nội",5,5,5,4,,52,119.2 triệu/m²
09/10/2021,"Đường Hoàng Xuân Nhị, Phường Phú Trung, Tân Phú, Hồ Chí Minh",,,2,2,4,52.6,104.6 triệu/m²
09/10/2021,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",10,,2,2,2,45,333.3 triệu/m²
09/10/2021,"Xã Tả Thanh Oai, Thanh Trì, Hà Nội",3.5,3,5,3,4,35,67.1 triệu/m²
09/10/2021,"Đường Thụy Khuê, Phường Bưởi, Tây Hồ, Hà Nội",3.8,2.5,5,3,4,33,112.1 triệu/m²
09/10/2021,"Đường Long Biên 1, Phường Ngọc Lâm, Long Biên, Hà Nội",,,5,3,4,35,95.7 triệu/m²
09/10/2021,"Đường Huyền Kỳ, Phường Phú Lãm, Hà Đông, Hà Nội",,2.5,4,4,3,33,56.1 triệu/m²
09/10/2021,Tin Vip 1,4.6,6,4,4,4,51,64.5 tỷ
09/10/2021,"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",3.5,2,5,3,3,32,79.7 triệu/m²
09/10/2021,"Dự án Vinhomes The Harmony, Đường Nguyệt Quế 7, Phường Việt Hưng, Long Biên, Hà Nội",6,15,4,,,90,176.7 triệu/m²
30/09/2021,"Phố Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội",,,4,4,3,32,57.8 triệu/m²
09/10/2021,"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",4.1,3,5,9,5,58,77.6 triệu/m²
09/10/2021,"Ngõ 79, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",4,5,4,,,50,144 triệu/m²
09/10/2021,"Phố Giảng Võ, Phường Cát Linh, Đống Đa, Hà Nội",4,6,2,2,2,80,175 triệu/m²
09/10/2021,"Ngõ 269, Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",4.1,6,3,3,2,99.8,32.1 triệu/m²
09/10/2021,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",,,6,5,,65,176.9 triệu/m²
09/10/2021,"Dự án Vinhomes Smart City Đại Mỗ, Nam Từ Liêm, Hà Nội",6,52,1,2,1,80,112.5 triệu/m²
09/10/2021,"Đường Linh Trung, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",5,,,4,,68,78.7 triệu/m²
09/10/2021,"Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",4,8,5,5,5,88,110.2 triệu/m²
09/10/2021,"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",4,5,3,5,6,72,76.2 triệu/m²
09/10/2021,"Phố Bà Triệu, Phường Hà Cầu, Hà Đông, Hà Nội",4.2,12,7,6,4,54,166.7 triệu/m²
09/10/2021,"Dự án Aqua City, Biên Hòa, Đồng Nai",6,12,3,3,3,117,53.4 triệu/m²
09/10/2021,"Số 33 ngách 99 ngõ 354, Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",3,3,2,2,2,40.7,72.5 triệu/m²
09/10/2021,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4.5,6,5,4,,60,198.3 triệu/m²
09/10/2021,"Đường 70, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",3.5,2.8,2,3,2,66,49.2 triệu/m²
09/10/2021,"Đường Trịnh Hoài Đức, Phường Cát Linh, Đống Đa, Hà Nội",3.6,20,5,4,5,45,475.6 triệu/m²
09/10/2021,"Dự án Shophouse The Center , Phường An Thới, Phú Quốc, Kiên Giang",8,15,5,,,136,198.5 triệu/m²
09/10/2021,"Đường Lê Hồng Phong, Ngô Quyền, Hải Phòng",7,12,4,4,4,110,100 triệu/m²
09/10/2021,"Dự án Villa Park, Quận 9, Hồ Chí Minh",10,20,4,6,6,293,90.4 triệu/m²
09/10/2021,"Phố Đỗ Quang, Cầu Giấy, Hà Nội",5,8,7,12,12,68,345.6 triệu/m²
09/10/2021,"Đường Khuê Mỹ Đông 7, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",6,7.5,7,10,10,102,132.4 triệu/m²
09/10/2021,"Dự án La Vida Residences, Vũng Tàu, Bà Rịa Vũng Tàu",13,11,3,4,5,224,59.8 triệu/m²
02/10/2021,"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",4,4,3,2,2,38,77.4 triệu/m²
01/10/2021,"Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",4,6,4,4,3,65,71.5 triệu/m²
04/10/2021,"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",4,3,5,4,4,40,63.8 triệu/m²
01/10/2021,"Đường Lương Thế Vinh, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",,,6,15,15,64,129.7 triệu/m²
01/10/2021,"Đường Nguyễn Văn Trỗi, Phường Mỗ Lao, Hà Đông, Hà Nội",,,7,12,12,70,228.6 triệu/m²
01/10/2021,"Đường Nguyễn Văn Trỗi, Phường Mỗ Lao, Hà Đông, Hà Nội",,,7,18,18,74,128.4 triệu/m²
01/10/2021,"Đường An Hòa, Phường Mỗ Lao, Hà Đông, Hà Nội",,,7,12,12,48.5,119.6 triệu/m²
02/10/2021,"Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội.",5,6,7,18,18,84,154.8 triệu/m²
09/10/2021,"Đường Quốc Lộ 50, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",5,3,1,3,2,75,37.3 triệu/m²
01/10/2021,"Dự án Pandora 53 Triều Khúc, Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",7,24,5,6,8,147,187.1 triệu/m²
02/10/2021,"Đường Ngô Thì Nhậm, Phường Nguyễn Trãi, Hà Đông, Hà Nội",3.8,5,4,4,4,65,72.3 triệu/m²
03/10/2021,"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",5,3,5,3,4,33,90.6 triệu/m²
09/10/2021,"Đường La Dương, Phường Dương Nội, Hà Đông, Hà Nội",4,8,7,6,7,50,157.2 triệu/m²
09/10/2021,"đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",4,3,4,3,3,54,59.3 triệu/m²
09/10/2021,"Đường Lê Chân, Phường Mỹ Quý, Long Xuyên, An Giang",,,1,2,3,60,53.3 triệu/m²
09/10/2021,"Dự án An Hưng, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",5,12,4,,,82.5,145.5 triệu/m²
09/10/2021,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",4,,5,4,4,36,102.2 triệu/m²
09/10/2021,Phố Lương Định Của - Phường Mỹ Phước - Long Xuyên - An Giang,,,1,2,2,116,28.9 triệu/m²
09/10/2021,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",4,4,5,3,4,33,107.6 triệu/m²
09/10/2021,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",4,7,4,,,56,264.3 triệu/m²
09/10/2021,"Đường Đồng Cây Viết, Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",5,12,3,3,4,120,54.2 triệu/m²
09/10/2021,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",4,,7,5,6,57,271.9 triệu/m²
09/10/2021,"Phố Thái Thịnh, Phường Quang Trung, Đống Đa, Hà Nội",3.7,7,4,6,,49,169.4 triệu/m²
09/10/2021,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",4,4,5,3,3,32,95.3 triệu/m²
30/09/2021,"Dự án KĐT Văn Phú, Đường Văn Khê, Phường Phú La, Hà Đông, Hà Nội",4.5,40,4,3,5,90,15.5 tỷ
06/10/2021,"Dự án Ngô Thì Nhậm, Đường Ngô Thì Nhậm, Phường Hà Cầu, Hà Đông, Hà Nội",4,12,5,4,5,48,143.8 triệu/m²
09/10/2021,"Đường Trường Chinh, Phường Khương Trung, Thanh Xuân, Hà Nội",4.7,7,6,,,46,217.4 triệu/m²
09/10/2021,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",4,3,4,2,3,35,75.7 triệu/m²
09/10/2021,"Phố Hai Bà Trưng, Quận Lê Chân, Hải Phòng",4.5,8,7,6,5,60,113.3 triệu/m²
09/10/2021,"Phường 15, Tân Bình, Hồ Chí Minh",,5,3,4,5,75,71.3 triệu/m²
09/10/2021,"Phố Cự Lộc, Phường Nhân Chính, Thanh Xuân, Hà Nội",8,6,5,4,6,80,100 triệu/m²
30/09/2021,"Dự án Vinhomes Thăng Long, Đường Long Cảnh, Xã An Khánh, Hoài Đức, Hà Nội",7,16,4,5,5,154,97.4 triệu/m²
09/10/2021,"Đường Nguyễn Trãi, Phường Khương Trung, Thanh Xuân, Hà Nội",4.3,,5,5,,50,179 triệu/m²
09/10/2021,"Đường Điện Biên Phủ, Phường 25, Bình Thạnh, Hồ Chí Minh",3.3,3.3,2,3,3,47,135.1 triệu/m²
09/10/2021,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",4,4,3,3,3,46.1,130.2 triệu/m²
09/10/2021,"Đường Giáp Nhị, Phường Giáp Bát, Hoàng Mai, Hà Nội",3,5,4,4,3,28,91.1 triệu/m²
09/10/2021,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",4,4,3,3,3,46.1,130.2 triệu/m²
09/10/2021,"Đường Giáp Nhị, Phường Giáp Bát, Hoàng Mai, Hà Nội",3,5,4,4,3,28,91.1 triệu/m²
01/10/2021,"Dự án Vinhomes Thăng Long, Đường Long Hưng, Xã An Khánh, Hoài Đức, Hà Nội",5,13,4,4,5,93,112.9 triệu/m²
01/10/2021,"Dự án Vinhomes Thăng Long, Đường Long Cảnh, Xã An Khánh, Hoài Đức, Hà Nội",7,13,4,6,5,193,103.6 triệu/m²
01/10/2021,"Dự án Vinhomes Thăng Long, Đường Long Khánh, Xã An Khánh, Hoài Đức, Hà Nội",7,13,4,6,6,154,94.2 triệu/m²
09/10/2021,"Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",4,6,1,2,1,40,72 triệu/m²
09/10/2021,"Dự án Vinhomes Thăng Long, Đường Long Phú, Xã An Khánh, Hoài Đức, Hà Nội",13,13,4,5,5,130,102.3 triệu/m²
09/10/2021,"Đường Văn La, Phường Phú La, Hà Đông, Hà Nội",12,12,7,9,5,90,111.1 triệu/m²
09/10/2021,"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",5.6,6,3,4,3,69,79 triệu/m²
09/10/2021,"Dự án Cam Ranh Mystery Villas, Cam Lâm, Khánh Hòa",,,3,3,4,240,38.3 triệu/m²
09/10/2021,"Dự án Him Lam Vạn Phúc, Quận Hà Đông, Hà Nội",6.5,20,6,8,10,94,148.9 triệu/m²
09/10/2021,"Đường Lê Đại Hành, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",3.8,4,6,6,,60,133.3 triệu/m²
09/10/2021,"Đường An Chân, Phường Sở Dầu, Hồng Bàng, Hải Phòng",4.5,,4,3,3,60.75,60.9 triệu/m²
06/10/2021,"Khu 97, Đường Bạch Đằng, Phường Hạ Lý, Hồng Bàng, Hải Phòng",5,,3,3,,78.3,89.4 triệu/m²
09/10/2021,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",,,4,,,150,116.7 triệu/m²
09/10/2021,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",10,20,4,,,150,133.3 triệu/m²
09/10/2021,"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",3.7,2.5,4,2,3,33,48.5 triệu/m²
09/10/2021,"Đường Diên Hồng, Phường 1, Bình Thạnh, Hồ Chí Minh",,,3,4,,46.2,127.7 triệu/m²
09/10/2021,"Đường Phố Trạm, Long Biên, Hà Nội",5,8,4,7,6,140,82.9 triệu/m²
09/10/2021,"Dự án Amelie Villa Phú Mỹ Hưng, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",6,12,4,4,4,111,92.8 triệu/m²
09/10/2021,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",6.5,8,7,6,7,55,281.8 triệu/m²
09/10/2021,"Đường Liên Xã, Xã Xuân Nộn, Đông Anh, Hà Nội",3.77,12,,,,48,20.4 triệu/m²
09/10/2021,"Phố Phố Vọng, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",5,,5,6,,65,76.9 triệu/m²
09/10/2021,"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",3.9,2.5,5,3,3,33,80 triệu/m²
09/10/2021,"Dự án Lộc Phát Residence, Đường 22/12, Phường Thuận Giao, Thuận An, Bình Dương",,20,3,4,5,122.6,106 triệu/m²
09/10/2021,"Phường 11, Bình Thạnh, Hồ Chí Minh",,,5,6,7,95,122.1 triệu/m²
09/10/2021,"Đường Đê Trần Khát Chân, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",3.5,5,5,4,5,45,244.4 triệu/m²
09/10/2021,"Dự án The Manor Central Park, Quận Hoàng Mai, Hà Nội",5,40,5,3,3,75,226.7 triệu/m²
09/10/2021,"Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",7,8,4,6,3,35,94.3 triệu/m²
09/10/2021,"Đường Văn La, Phường Phú La, Hà Đông, Hà Nội",5,24,1,4,6,45,111.1 triệu/m²
09/10/2021,"Phố Phùng Chí Kiên, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",3.2,2.5,4,4,3,35,101.4 triệu/m²
09/10/2021,"Đường Số 8, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",4.3,5,2,3,3,81,67.9 triệu/m²
09/10/2021,Phố Phùng Hưng - Phường Phúc La - Hà Đông - Hà Nội,4,4,4,4,2,45,122.2 triệu/m²
09/10/2021,"Đường Hà Huy Tập, Phường Cam Nghĩa, Cam Ranh, Khánh Hòa",,,2,3,2,240,16.7 triệu/m²
09/10/2021,"401, Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",,3,2,2,2,27,120.4 triệu/m²
09/10/2021,"Phố Nhà Thờ Xâm Bồ, Phường Nam Hải, Hải An, Hải Phòng",4,15,4,3,3,52,63.1 triệu/m²
09/10/2021,"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",4,3,4,4,3,58,62.1 triệu/m²
09/10/2021,"Dự án Đô Nghĩa, Hà Đông, Hà Nội",14,7.5,3,4,3,54,86.1 triệu/m²
01/10/2021,"Đường Văn Quán, Phường Văn Quán, Hà Đông, Hà Nội",3.3,2.2,4,3,3,40,105 triệu/m²
04/10/2021,"Dự án Tổng cục 5 Tân Triều, Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội",8,20,6,6,9,160,118.8 triệu/m²
09/10/2021,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",4.8,30,1,,,87,113.8 triệu/m²
09/10/2021,"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",5,,1,2,1,74,75.7 triệu/m²
09/10/2021,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",11,8,,50,50,253,94.9 triệu/m²
09/10/2021,"Dự án Amelie Villa Phú Mỹ Hưng, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",,,3,4,5,121.56,79 triệu/m²
09/10/2021,"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",3.03,3.03,1,2,2,58.2,99.7 triệu/m²
09/10/2021,"Đường Nguyễn An Ninh, Phường Dĩ An, Dĩ An, Bình Dương",4.1,4,2,3,2,45,54.4 triệu/m²
09/10/2021,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",,,4,3,3,33,78.8 triệu/m²
09/10/2021,"Dự án KĐT Văn Phú, Hà Đông, Hà Nội",,12,5,4,4,85,105.9 triệu/m²
09/10/2021,"Đường Nguyễn Đóa, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",6,7.5,2,3,2,120,28.8 triệu/m²
09/10/2021,"Dự án Aqua Bay Sky Residences, Đường Thủy Nguyên, Xã Xuân Quan, Văn Giang, Hưng Yên",5,20,5,5,5,87.5,106.3 triệu/m²
09/10/2021,"Ngõ 73, Đường Nguyễn Trãi, Phường Khương Trung, Thanh Xuân, Hà Nội",4.5,8,4,4,,50,159.6 triệu/m²
09/10/2021,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",3.9,,4,4,3,35,74.3 triệu/m²
09/10/2021,"Đường Phú Thượng, Phường Phú Thượng, Tây Hồ, Hà Nội",5,4,5,4,4,70,97.1 triệu/m²
09/10/2021,"Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",4,5,2,2,2,72,90.3 triệu/m²
09/10/2021,"Đường Bùi Huy Bích, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",4,13,2,4,2,67,49.3 triệu/m²
09/10/2021,"Phố Phạm Tuấn Tài, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",3.8,6,4,4,4,45,185.6 triệu/m²
09/10/2021,"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",5.6,5,1,2,2,90,70 triệu/m²
09/10/2021,"Dự án Lovera Park, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",5,12,3,3,3,75,65.3 triệu/m²
02/10/2021,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",5,13,5,,,50,107.8 triệu/m²
09/10/2021,"Hẻm 193 Đường Số 6, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",4,6,3,4,3,60,72.5 triệu/m²
09/10/2021,"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",,,5,4,3,45,97.8 triệu/m²
04/10/2021,"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",4.5,,6,9,10,65,110.5 triệu/m²
02/10/2021,"Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",,,5,3,,59,66.9 triệu/m²
09/10/2021,"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",3.7,6,2,2,2,48,129.2 triệu/m²
09/10/2021,"53/13, Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",,8,2,2,2,100,110 triệu/m²
09/10/2021,"Dự án Văn Khê, Hà Đông, Hà Nội",27,17,3,,,200,21.2 tỷ
02/10/2021,"Phố Tạ Quang Bửu, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",,,4,4,,55,76.4 triệu/m²
09/10/2021,"Phố Nguyễn Đổng Chi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.",4,4,6,5,6,50,114 triệu/m²
09/10/2021,"Đường Số 2, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",4,5,3,3,3,53,115.1 triệu/m²
09/10/2021,"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",3.5,3,4,4,3,46,81.5 triệu/m²
09/10/2021,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",3.5,2.5,4,4,2,35,62.9 triệu/m²
09/10/2021,"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",,4,4,3,3,36,105.6 triệu/m²
09/10/2021,"Dự án Bella Villa, Đường Tỉnh lộ 824, Đức Hòa, Long An",,,3,3,3,135,25.9 triệu/m²
09/10/2021,"Dự án Thanh Long Bay, Đường 719B, Xã Tân Thành, Hàm Thuận Nam, Bình Thuận  ",,13,3,4,4,108,69.4 triệu/m²
09/10/2021,"Dự án Thanh Long Bay, Đường 719B, Xã Tân Thành, Hàm Thuận Nam, Bình Thuận  ",4.2,13,3,4,4,108,72.2 triệu/m²
09/10/2021,"Đường ĐT 825, Thị trấn Đức Hòa, Đức Hòa, Long An",4,3.5,2,2,2,92,19 triệu/m²
09/10/2021,"Ngõ 179, Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội",3.5,3,4,4,3,37,95.9 triệu/m²
09/10/2021,"Ngõ 179, Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội",3.5,3,4,4,3,37,95.9 triệu/m²
09/10/2021,"Dự án Thanh Long Bay, Đường 719B, Xã Tân Thành, Hàm Thuận Nam, Bình Thuận  ",,13,3,4,4,108,61.1 triệu/m²
09/10/2021,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",6.8,6,5,4,6,51,251 triệu/m²
09/10/2021,"Đường Cầu Giấy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",3.3,3.3,5,4,4,41,92.7 triệu/m²
09/10/2021,Đường Hòa Bình - Phường Yên Nghĩa - Hà Đông - Hà Nội,5,4.5,5,3,3,36,73.6 triệu/m²
09/10/2021,"Đường Văn Phú, Phường Quang Trung, Hà Đông, Hà Nội",4,3,5,4,3,37,73 triệu/m²
09/10/2021,"Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",,4,4,4,3,90,114.4 triệu/m²
09/10/2021,"Phố Đốc Ngữ, Ba Đình, Hà Nội",3.5,,3,3,3,37,148.6 triệu/m²
06/10/2021,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",4,6,5,3,4,47,106.4 triệu/m²
02/10/2021,"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",7,5,3,3,3,79,101.3 triệu/m²
01/10/2021,"Đường Văn Tiến Dũng, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",3.3,,3,3,,35,80 triệu/m²
09/10/2021,"Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",,,4,2,3,30,85 triệu/m²
09/10/2021,"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",,,4,4,4,60,86.7 triệu/m²
09/10/2021,"Dự án KDC Hồng Long, Đường Hiệp Bình, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",4,6,3,4,5,56,125 triệu/m²
09/10/2021,"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",,,2,2,2,30,116.7 triệu/m²
09/10/2021,"Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",5,3,7,18,18,70,131.4 triệu/m²
09/10/2021,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Hà Đông, Hà Nội",4,4,5,3,3,37,86.5 triệu/m²
09/10/2021,"Đường Phan Huy Ích, Gò Vấp, Hồ Chí Minh",,,3,4,5,56,109.8 triệu/m²
04/10/2021,"Thôn Như, Xã Bình Xuyên, Bình Giang, Hải Dương",15,3.5,,,,322.2,1.8 tỷ
09/10/2021,"Đường Bùi Xương Trạch, Phường Khương Trung, Thanh Xuân, Hà Nội",37,25,4,4,3,33,83.3 triệu/m²
09/10/2021,"Đường An Hòa, Phường Mỗ Lao, Hà Đông, Hà Nội",3.5,3.5,4,4,4,42,88.1 triệu/m²
09/10/2021,"Đường An Hòa, Phường Mỗ Lao, Hà Đông, Hà Nội",3.5,3.5,4,4,4,42,88.1 triệu/m²
09/10/2021,"Đường Hoa Lâm, Phường Việt Hưng, Long Biên, Hà Nội",4,3,5,3,,31,87.1 triệu/m²
09/10/2021,"Ngõ 174, Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",4.6,,5,6,5,68,132.4 triệu/m²
09/10/2021,"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",3.5,3,5,4,4,38,97.4 triệu/m²
09/10/2021,"Dự án Mỹ Gia, Nha Trang, Khánh Hòa",5,14,3,5,5,100,47 triệu/m²
09/10/2021,"Đường Lê Trọng Tấn, Hà Đông, Hà Nội",4,9,5,4,4,35,138.6 triệu/m²
09/10/2021,"Đường 30/4, Vũng Tàu, Bà Rịa Vũng Tàu",9,3,1,3,2,165,3.7 tỷ
09/10/2021,"Đường Ngọc Lâm, Long Biên, Hà Nội",6,17,5,4,4,100,180 triệu/m²
09/10/2021,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",4.5,2.5,6,10,10,50,127 triệu/m²
09/10/2021,"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",4.2,16,5,5,5,75,197.3 triệu/m²
09/10/2021,"Đường Hoàng Quốc Việt, Cầu Giấy, Hà Nội",4,4,5,9,5,45,104.4 triệu/m²
09/10/2021,"Đường An Dương Vương, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",,,1,1,1,44,47.7 triệu/m²
09/10/2021,"Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",3.5,6,5,5,5,42,73.8 triệu/m²
09/10/2021,"Đường Nguyễn Thái Học, Phường Yên Nghĩa, Hà Đông, Hà Nội",4,12,4,4,3,71,102.8 triệu/m²
09/10/2021,"Đường Hà Trì, Phường Hà Cầu, Hà Đông, Hà Nội",2.43,2.5,4,3,1,35,69.4 triệu/m²
